ECGEpoch,ECGTimestamp,ECGValue
1755694596.371436,20 Aug 2025 at 14:56:36,-372
1755694596.371436,20 Aug 2025 at 14:56:36,-136
1755694596.371436,20 Aug 2025 at 14:56:36,-197
1755694596.371436,20 Aug 2025 at 14:56:36,-97
1755694596.371436,20 Aug 2025 at 14:56:36,-31
1755694596.371436,20 Aug 2025 at 14:56:36,-81
1755694596.371436,20 Aug 2025 at 14:56:36,-61
1755694596.371436,20 Aug 2025 at 14:56:36,-29
1755694596.371436,20 Aug 2025 at 14:56:36,-47
1755694596.371436,20 Aug 2025 at 14:56:36,-40
1755694596.371436,20 Aug 2025 at 14:56:36,-9
1755694596.371436,20 Aug 2025 at 14:56:36,-6
1755694596.371436,20 Aug 2025 at 14:56:36,-13
1755694596.371436,20 Aug 2025 at 14:56:36,0
1755694596.371436,20 Aug 2025 at 14:56:36,22
1755694596.371436,20 Aug 2025 at 14:56:36,40
1755694596.911243,20 Aug 2025 at 14:56:36,68
1755694596.911243,20 Aug 2025 at 14:56:36,102
1755694596.911243,20 Aug 2025 at 14:56:36,131
1755694596.911243,20 Aug 2025 at 14:56:36,152
1755694596.911243,20 Aug 2025 at 14:56:36,174
1755694596.911243,20 Aug 2025 at 14:56:36,204
1755694596.911243,20 Aug 2025 at 14:56:36,227
1755694596.911243,20 Aug 2025 at 14:56:36,236
1755694596.911243,20 Aug 2025 at 14:56:36,258
1755694596.911243,20 Aug 2025 at 14:56:36,297
1755694596.911243,20 Aug 2025 at 14:56:36,297
1755694596.911243,20 Aug 2025 at 14:56:36,265
1755694596.911243,20 Aug 2025 at 14:56:36,247
1755694596.911243,20 Aug 2025 at 14:56:36,231
1755694596.911243,20 Aug 2025 at 14:56:36,181
1755694596.911243,20 Aug 2025 at 14:56:36,120
1755694596.911243,20 Aug 2025 at 14:56:36,70
1755694596.911243,20 Aug 2025 at 14:56:36,24
1755694596.911243,20 Aug 2025 at 14:56:36,-22
1755694596.911243,20 Aug 2025 at 14:56:36,-72
1755694596.911243,20 Aug 2025 at 14:56:36,-111
1755694596.911243,20 Aug 2025 at 14:56:36,-127
1755694596.911243,20 Aug 2025 at 14:56:36,-131
1755694596.911243,20 Aug 2025 at 14:56:36,-124
1755694596.911243,20 Aug 2025 at 14:56:36,-102
1755694596.911243,20 Aug 2025 at 14:56:36,-81
1755694596.911243,20 Aug 2025 at 14:56:36,-68
1755694596.911243,20 Aug 2025 at 14:56:36,-56
1755694596.911243,20 Aug 2025 at 14:56:36,-52
1755694596.911243,20 Aug 2025 at 14:56:36,-47
1755694596.911243,20 Aug 2025 at 14:56:36,-38
1755694596.911243,20 Aug 2025 at 14:56:36,-38
1755694596.911243,20 Aug 2025 at 14:56:36,-43
1755694596.911243,20 Aug 2025 at 14:56:36,-40
1755694596.911243,20 Aug 2025 at 14:56:36,-47
1755694596.911243,20 Aug 2025 at 14:56:36,-63
1755694596.911243,20 Aug 2025 at 14:56:36,-56
1755694596.911243,20 Aug 2025 at 14:56:36,-52
1755694596.911243,20 Aug 2025 at 14:56:36,-65
1755694596.911243,20 Aug 2025 at 14:56:36,-61
1755694596.911243,20 Aug 2025 at 14:56:36,-27
1755694596.911243,20 Aug 2025 at 14:56:36,-4
1755694596.911243,20 Aug 2025 at 14:56:36,-9
1755694596.911243,20 Aug 2025 at 14:56:36,-11
1755694596.911243,20 Aug 2025 at 14:56:36,-13
1755694596.911243,20 Aug 2025 at 14:56:36,-24
1755694596.911243,20 Aug 2025 at 14:56:36,-34
1755694596.911243,20 Aug 2025 at 14:56:36,-38
1755694596.911243,20 Aug 2025 at 14:56:36,-40
1755694596.911243,20 Aug 2025 at 14:56:36,-38
1755694596.911243,20 Aug 2025 at 14:56:36,-47
1755694596.911243,20 Aug 2025 at 14:56:36,-54
1755694596.911243,20 Aug 2025 at 14:56:36,-56
1755694596.911243,20 Aug 2025 at 14:56:36,-59
1755694596.911243,20 Aug 2025 at 14:56:36,-65
1755694596.911243,20 Aug 2025 at 14:56:36,-72
1755694596.911243,20 Aug 2025 at 14:56:36,-79
1755694596.911243,20 Aug 2025 at 14:56:36,-79
1755694596.911243,20 Aug 2025 at 14:56:36,-74
1755694596.911243,20 Aug 2025 at 14:56:36,-68
1755694596.911243,20 Aug 2025 at 14:56:36,-49
1755694596.911243,20 Aug 2025 at 14:56:36,-29
1755694596.911243,20 Aug 2025 at 14:56:36,-29
1755694596.911243,20 Aug 2025 at 14:56:36,-38
1755694596.911243,20 Aug 2025 at 14:56:36,-56
1755694596.911243,20 Aug 2025 at 14:56:36,-77
1755694596.911243,20 Aug 2025 at 14:56:36,-81
1755694596.911243,20 Aug 2025 at 14:56:36,-72
1755694596.911243,20 Aug 2025 at 14:56:36,-68
1755694596.911243,20 Aug 2025 at 14:56:36,-72
1755694596.911243,20 Aug 2025 at 14:56:36,-77
1755694596.911243,20 Aug 2025 at 14:56:36,-79
1755694596.911243,20 Aug 2025 at 14:56:36,-77
1755694597.4811149,20 Aug 2025 at 14:56:37,-20
1755694597.4811149,20 Aug 2025 at 14:56:37,206
1755694597.4811149,20 Aug 2025 at 14:56:37,642
1755694597.4811149,20 Aug 2025 at 14:56:37,1030
1755694597.4811149,20 Aug 2025 at 14:56:37,987
1755694597.4811149,20 Aug 2025 at 14:56:37,292
1755694597.4811149,20 Aug 2025 at 14:56:37,-690
1755694597.4811149,20 Aug 2025 at 14:56:37,-939
1755694597.4811149,20 Aug 2025 at 14:56:37,-388
1755694597.4811149,20 Aug 2025 at 14:56:37,-120
1755694597.4811149,20 Aug 2025 at 14:56:37,-183
1755694597.4811149,20 Aug 2025 at 14:56:37,-68
1755694597.4811149,20 Aug 2025 at 14:56:37,6
1755694597.4811149,20 Aug 2025 at 14:56:37,-56
1755694597.4811149,20 Aug 2025 at 14:56:37,-43
1755694597.4811149,20 Aug 2025 at 14:56:37,-2
1755694597.4811149,20 Aug 2025 at 14:56:37,-15
1755694597.4811149,20 Aug 2025 at 14:56:37,-13
1755694597.4811149,20 Aug 2025 at 14:56:37,13
1755694597.4811149,20 Aug 2025 at 14:56:37,18
1755694597.4811149,20 Aug 2025 at 14:56:37,13
1755694597.4811149,20 Aug 2025 at 14:56:37,27
1755694597.4811149,20 Aug 2025 at 14:56:37,49
1755694597.4811149,20 Aug 2025 at 14:56:37,68
1755694597.4811149,20 Aug 2025 at 14:56:37,84
1755694597.4811149,20 Aug 2025 at 14:56:37,104
1755694597.4811149,20 Aug 2025 at 14:56:37,131
1755694597.4811149,20 Aug 2025 at 14:56:37,154
1755694597.4811149,20 Aug 2025 at 14:56:37,179
1755694597.4811149,20 Aug 2025 at 14:56:37,222
1755694597.4811149,20 Aug 2025 at 14:56:37,258
1755694597.4811149,20 Aug 2025 at 14:56:37,286
1755694597.4811149,20 Aug 2025 at 14:56:37,331
1755694597.4811149,20 Aug 2025 at 14:56:37,356
1755694597.4811149,20 Aug 2025 at 14:56:37,340
1755694597.4811149,20 Aug 2025 at 14:56:37,315
1755694597.4811149,20 Aug 2025 at 14:56:37,290
1755694597.4811149,20 Aug 2025 at 14:56:37,254
1755694597.4811149,20 Aug 2025 at 14:56:37,211
1755694597.4811149,20 Aug 2025 at 14:56:37,156
1755694597.4811149,20 Aug 2025 at 14:56:37,102
1755694597.4811149,20 Aug 2025 at 14:56:37,63
1755694597.4811149,20 Aug 2025 at 14:56:37,22
1755694597.4811149,20 Aug 2025 at 14:56:37,-27
1755694597.4811149,20 Aug 2025 at 14:56:37,-63
1755694597.4811149,20 Aug 2025 at 14:56:37,-79
1755694597.4811149,20 Aug 2025 at 14:56:37,-84
1755694597.4811149,20 Aug 2025 at 14:56:37,-81
1755694597.4811149,20 Aug 2025 at 14:56:37,-74
1755694597.4811149,20 Aug 2025 at 14:56:37,-68
1755694597.4811149,20 Aug 2025 at 14:56:37,-61
1755694597.4811149,20 Aug 2025 at 14:56:37,-54
1755694597.4811149,20 Aug 2025 at 14:56:37,-34
1755694597.4811149,20 Aug 2025 at 14:56:37,-11
1755694597.4811149,20 Aug 2025 at 14:56:37,6
1755694597.4811149,20 Aug 2025 at 14:56:37,9
1755694597.4811149,20 Aug 2025 at 14:56:37,0
1755694597.4811149,20 Aug 2025 at 14:56:37,0
1755694597.4811149,20 Aug 2025 at 14:56:37,0
1755694597.4811149,20 Aug 2025 at 14:56:37,-4
1755694597.4811149,20 Aug 2025 at 14:56:37,-11
1755694597.4811149,20 Aug 2025 at 14:56:37,-13
1755694597.4811149,20 Aug 2025 at 14:56:37,-18
1755694597.4811149,20 Aug 2025 at 14:56:37,-18
1755694597.4811149,20 Aug 2025 at 14:56:37,-2
1755694597.4811149,20 Aug 2025 at 14:56:37,4
1755694597.4811149,20 Aug 2025 at 14:56:37,-4
1755694597.4811149,20 Aug 2025 at 14:56:37,-15
1755694597.4811149,20 Aug 2025 at 14:56:37,-20
1755694597.4811149,20 Aug 2025 at 14:56:37,-20
1755694597.4811149,20 Aug 2025 at 14:56:37,-29
1755694597.4811149,20 Aug 2025 at 14:56:37,-31
1755694597.4811149,20 Aug 2025 at 14:56:37,-27
1755694598.021373,20 Aug 2025 at 14:56:38,-31
1755694598.021373,20 Aug 2025 at 14:56:38,-40
1755694598.021373,20 Aug 2025 at 14:56:38,-47
1755694598.021373,20 Aug 2025 at 14:56:38,-45
1755694598.021373,20 Aug 2025 at 14:56:38,-38
1755694598.021373,20 Aug 2025 at 14:56:38,-43
1755694598.021373,20 Aug 2025 at 14:56:38,-47
1755694598.021373,20 Aug 2025 at 14:56:38,-29
1755694598.021373,20 Aug 2025 at 14:56:38,-13
1755694598.021373,20 Aug 2025 at 14:56:38,-22
1755694598.021373,20 Aug 2025 at 14:56:38,-31
1755694598.021373,20 Aug 2025 at 14:56:38,-34
1755694598.021373,20 Aug 2025 at 14:56:38,-40
1755694598.021373,20 Aug 2025 at 14:56:38,-38
1755694598.021373,20 Aug 2025 at 14:56:38,-27
1755694598.021373,20 Aug 2025 at 14:56:38,-15
1755694598.021373,20 Aug 2025 at 14:56:38,2
1755694598.021373,20 Aug 2025 at 14:56:38,15
1755694598.021373,20 Aug 2025 at 14:56:38,9
1755694598.021373,20 Aug 2025 at 14:56:38,-18
1755694598.021373,20 Aug 2025 at 14:56:38,-43
1755694598.021373,20 Aug 2025 at 14:56:38,-47
1755694598.021373,20 Aug 2025 at 14:56:38,-34
1755694598.021373,20 Aug 2025 at 14:56:38,-15
1755694598.021373,20 Aug 2025 at 14:56:38,4
1755694598.021373,20 Aug 2025 at 14:56:38,24
1755694598.021373,20 Aug 2025 at 14:56:38,34
1755694598.021373,20 Aug 2025 at 14:56:38,18
1755694598.021373,20 Aug 2025 at 14:56:38,31
1755694598.021373,20 Aug 2025 at 14:56:38,199
1755694598.021373,20 Aug 2025 at 14:56:38,592
1755694598.021373,20 Aug 2025 at 14:56:38,994
1755694598.021373,20 Aug 2025 at 14:56:38,1030
1755694598.021373,20 Aug 2025 at 14:56:38,497
1755694598.021373,20 Aug 2025 at 14:56:38,-408
1755694598.021373,20 Aug 2025 at 14:56:38,-837
1755694598.021373,20 Aug 2025 at 14:56:38,-438
1755694598.021373,20 Aug 2025 at 14:56:38,-102
1755694598.021373,20 Aug 2025 at 14:56:38,-147
1755694598.021373,20 Aug 2025 at 14:56:38,-95
1755694598.021373,20 Aug 2025 at 14:56:38,-6
1755694598.021373,20 Aug 2025 at 14:56:38,-52
1755694598.021373,20 Aug 2025 at 14:56:38,-59
1755694598.021373,20 Aug 2025 at 14:56:38,-18
1755694598.021373,20 Aug 2025 at 14:56:38,-27
1755694598.021373,20 Aug 2025 at 14:56:38,-34
1755694598.021373,20 Aug 2025 at 14:56:38,-6
1755694598.021373,20 Aug 2025 at 14:56:38,4
1755694598.021373,20 Aug 2025 at 14:56:38,0
1755694598.021373,20 Aug 2025 at 14:56:38,11
1755694598.021373,20 Aug 2025 at 14:56:38,31
1755694598.021373,20 Aug 2025 at 14:56:38,52
1755694598.021373,20 Aug 2025 at 14:56:38,84
1755694598.021373,20 Aug 2025 at 14:56:38,118
1755694598.021373,20 Aug 2025 at 14:56:38,152
1755694598.021373,20 Aug 2025 at 14:56:38,188
1755694598.021373,20 Aug 2025 at 14:56:38,213
1755694598.021373,20 Aug 2025 at 14:56:38,233
1755694598.021373,20 Aug 2025 at 14:56:38,265
1755694598.021373,20 Aug 2025 at 14:56:38,281
1755694598.021373,20 Aug 2025 at 14:56:38,274
1755694598.021373,20 Aug 2025 at 14:56:38,270
1755694598.021373,20 Aug 2025 at 14:56:38,263
1755694598.021373,20 Aug 2025 at 14:56:38,242
1755694598.021373,20 Aug 2025 at 14:56:38,215
1755694598.021373,20 Aug 2025 at 14:56:38,190
1755694598.021373,20 Aug 2025 at 14:56:38,154
1755694598.021373,20 Aug 2025 at 14:56:38,104
1755694598.021373,20 Aug 2025 at 14:56:38,49
1755694598.021373,20 Aug 2025 at 14:56:38,2
1755694598.021373,20 Aug 2025 at 14:56:38,-34
1755694598.021373,20 Aug 2025 at 14:56:38,-72
1755694598.021373,20 Aug 2025 at 14:56:38,-111
1755694598.653919,20 Aug 2025 at 14:56:38,-127
1755694598.653919,20 Aug 2025 at 14:56:38,-120
1755694598.653919,20 Aug 2025 at 14:56:38,-111
1755694598.653919,20 Aug 2025 at 14:56:38,-93
1755694598.653919,20 Aug 2025 at 14:56:38,-49
1755694598.653919,20 Aug 2025 at 14:56:38,-11
1755694598.653919,20 Aug 2025 at 14:56:38,-13
1755694598.653919,20 Aug 2025 at 14:56:38,-18
1755694598.653919,20 Aug 2025 at 14:56:38,-2
1755694598.653919,20 Aug 2025 at 14:56:38,9
1755694598.653919,20 Aug 2025 at 14:56:38,2
1755694598.653919,20 Aug 2025 at 14:56:38,-4
1755694598.653919,20 Aug 2025 at 14:56:38,2
1755694598.653919,20 Aug 2025 at 14:56:38,11
1755694598.653919,20 Aug 2025 at 14:56:38,15
1755694598.653919,20 Aug 2025 at 14:56:38,18
1755694598.653919,20 Aug 2025 at 14:56:38,22
1755694598.653919,20 Aug 2025 at 14:56:38,40
1755694598.653919,20 Aug 2025 at 14:56:38,45
1755694598.653919,20 Aug 2025 at 14:56:38,31
1755694598.653919,20 Aug 2025 at 14:56:38,29
1755694598.653919,20 Aug 2025 at 14:56:38,29
1755694598.653919,20 Aug 2025 at 14:56:38,15
1755694598.653919,20 Aug 2025 at 14:56:38,4
1755694598.653919,20 Aug 2025 at 14:56:38,2
1755694598.653919,20 Aug 2025 at 14:56:38,-6
1755694598.653919,20 Aug 2025 at 14:56:38,-20
1755694598.653919,20 Aug 2025 at 14:56:38,-18
1755694598.653919,20 Aug 2025 at 14:56:38,-15
1755694598.653919,20 Aug 2025 at 14:56:38,-24
1755694598.653919,20 Aug 2025 at 14:56:38,-36
1755694598.653919,20 Aug 2025 at 14:56:38,-36
1755694598.653919,20 Aug 2025 at 14:56:38,-31
1755694598.653919,20 Aug 2025 at 14:56:38,-31
1755694598.653919,20 Aug 2025 at 14:56:38,-36
1755694598.653919,20 Aug 2025 at 14:56:38,-38
1755694598.653919,20 Aug 2025 at 14:56:38,-38
1755694598.653919,20 Aug 2025 at 14:56:38,-47
1755694598.653919,20 Aug 2025 at 14:56:38,-54
1755694598.653919,20 Aug 2025 at 14:56:38,-47
1755694598.653919,20 Aug 2025 at 14:56:38,-45
1755694598.653919,20 Aug 2025 at 14:56:38,-59
1755694598.653919,20 Aug 2025 at 14:56:38,-72
1755694598.653919,20 Aug 2025 at 14:56:38,-79
1755694598.653919,20 Aug 2025 at 14:56:38,-84
1755694598.653919,20 Aug 2025 at 14:56:38,-63
1755694598.653919,20 Aug 2025 at 14:56:38,-29
1755694598.653919,20 Aug 2025 at 14:56:38,-15
1755694598.653919,20 Aug 2025 at 14:56:38,-15
1755694598.653919,20 Aug 2025 at 14:56:38,-2
1755694598.653919,20 Aug 2025 at 14:56:38,6
1755694598.653919,20 Aug 2025 at 14:56:38,-6
1755694598.653919,20 Aug 2025 at 14:56:38,-31
1755694598.653919,20 Aug 2025 at 14:56:38,-49
1755694598.653919,20 Aug 2025 at 14:56:38,-54
1755694598.653919,20 Aug 2025 at 14:56:38,-52
1755694598.653919,20 Aug 2025 at 14:56:38,-49
1755694598.653919,20 Aug 2025 at 14:56:38,-49
1755694598.653919,20 Aug 2025 at 14:56:38,-49
1755694598.653919,20 Aug 2025 at 14:56:38,-56
1755694598.653919,20 Aug 2025 at 14:56:38,-70
1755694598.653919,20 Aug 2025 at 14:56:38,-4
1755694598.653919,20 Aug 2025 at 14:56:38,290
1755694598.653919,20 Aug 2025 at 14:56:38,740
1755694598.653919,20 Aug 2025 at 14:56:38,983
1755694598.653919,20 Aug 2025 at 14:56:38,728
1755694598.653919,20 Aug 2025 at 14:56:38,-40
1755694598.653919,20 Aug 2025 at 14:56:38,-785
1755694598.653919,20 Aug 2025 at 14:56:38,-740
1755694598.653919,20 Aug 2025 at 14:56:38,-265
1755694598.653919,20 Aug 2025 at 14:56:38,-154
1755694598.653919,20 Aug 2025 at 14:56:38,-181
1755694598.653919,20 Aug 2025 at 14:56:38,-86
1755694599.193091,20 Aug 2025 at 14:56:39,-77
1755694599.193091,20 Aug 2025 at 14:56:39,-106
1755694599.193091,20 Aug 2025 at 14:56:39,-52
1755694599.193091,20 Aug 2025 at 14:56:39,-15
1755694599.193091,20 Aug 2025 at 14:56:39,-15
1755694599.193091,20 Aug 2025 at 14:56:39,13
1755694599.193091,20 Aug 2025 at 14:56:39,38
1755694599.193091,20 Aug 2025 at 14:56:39,36
1755694599.193091,20 Aug 2025 at 14:56:39,49
1755694599.193091,20 Aug 2025 at 14:56:39,90
1755694599.193091,20 Aug 2025 at 14:56:39,131
1755694599.193091,20 Aug 2025 at 14:56:39,149
1755694599.193091,20 Aug 2025 at 14:56:39,165
1755694599.193091,20 Aug 2025 at 14:56:39,215
1755694599.193091,20 Aug 2025 at 14:56:39,261
1755694599.193091,20 Aug 2025 at 14:56:39,274
1755694599.193091,20 Aug 2025 at 14:56:39,288
1755694599.193091,20 Aug 2025 at 14:56:39,315
1755694599.193091,20 Aug 2025 at 14:56:39,329
1755694599.193091,20 Aug 2025 at 14:56:39,326
1755694599.193091,20 Aug 2025 at 14:56:39,333
1755694599.193091,20 Aug 2025 at 14:56:39,326
1755694599.193091,20 Aug 2025 at 14:56:39,301
1755694599.193091,20 Aug 2025 at 14:56:39,274
1755694599.193091,20 Aug 2025 at 14:56:39,263
1755694599.193091,20 Aug 2025 at 14:56:39,247
1755694599.193091,20 Aug 2025 at 14:56:39,217
1755694599.193091,20 Aug 2025 at 14:56:39,179
1755694599.193091,20 Aug 2025 at 14:56:39,136
1755694599.193091,20 Aug 2025 at 14:56:39,90
1755694599.193091,20 Aug 2025 at 14:56:39,40
1755694599.193091,20 Aug 2025 at 14:56:39,-4
1755694599.193091,20 Aug 2025 at 14:56:39,-31
1755694599.193091,20 Aug 2025 at 14:56:39,-45
1755694599.193091,20 Aug 2025 at 14:56:39,-59
1755694599.193091,20 Aug 2025 at 14:56:39,-59
1755694599.193091,20 Aug 2025 at 14:56:39,-38
1755694599.193091,20 Aug 2025 at 14:56:39,-29
1755694599.193091,20 Aug 2025 at 14:56:39,-34
1755694599.193091,20 Aug 2025 at 14:56:39,-34
1755694599.193091,20 Aug 2025 at 14:56:39,-29
1755694599.193091,20 Aug 2025 at 14:56:39,-27
1755694599.193091,20 Aug 2025 at 14:56:39,-20
1755694599.193091,20 Aug 2025 at 14:56:39,-6
1755694599.193091,20 Aug 2025 at 14:56:39,-6
1755694599.193091,20 Aug 2025 at 14:56:39,-27
1755694599.193091,20 Aug 2025 at 14:56:39,-56
1755694599.193091,20 Aug 2025 at 14:56:39,-65
1755694599.193091,20 Aug 2025 at 14:56:39,-63
1755694599.193091,20 Aug 2025 at 14:56:39,-65
1755694599.193091,20 Aug 2025 at 14:56:39,-70
1755694599.193091,20 Aug 2025 at 14:56:39,-74
1755694599.193091,20 Aug 2025 at 14:56:39,-79
1755694599.193091,20 Aug 2025 at 14:56:39,-81
1755694599.193091,20 Aug 2025 at 14:56:39,-88
1755694599.193091,20 Aug 2025 at 14:56:39,-97
1755694599.193091,20 Aug 2025 at 14:56:39,-95
1755694599.193091,20 Aug 2025 at 14:56:39,-97
1755694599.193091,20 Aug 2025 at 14:56:39,-108
1755694599.193091,20 Aug 2025 at 14:56:39,-108
1755694599.193091,20 Aug 2025 at 14:56:39,-97
1755694599.193091,20 Aug 2025 at 14:56:39,-102
1755694599.193091,20 Aug 2025 at 14:56:39,-113
1755694599.193091,20 Aug 2025 at 14:56:39,-124
1755694599.193091,20 Aug 2025 at 14:56:39,-133
1755694599.193091,20 Aug 2025 at 14:56:39,-120
1755694599.193091,20 Aug 2025 at 14:56:39,-108
1755694599.193091,20 Aug 2025 at 14:56:39,-113
1755694599.193091,20 Aug 2025 at 14:56:39,-104
1755694599.193091,20 Aug 2025 at 14:56:39,-88
1755694599.193091,20 Aug 2025 at 14:56:39,-93
1755694599.193091,20 Aug 2025 at 14:56:39,-93
1755694599.193091,20 Aug 2025 at 14:56:39,-86
1755694599.731221,20 Aug 2025 at 14:56:39,-88
1755694599.731221,20 Aug 2025 at 14:56:39,-77
1755694599.731221,20 Aug 2025 at 14:56:39,-43
1755694599.731221,20 Aug 2025 at 14:56:39,-40
1755694599.731221,20 Aug 2025 at 14:56:39,-61
1755694599.731221,20 Aug 2025 at 14:56:39,-52
1755694599.731221,20 Aug 2025 at 14:56:39,-36
1755694599.731221,20 Aug 2025 at 14:56:39,-40
1755694599.731221,20 Aug 2025 at 14:56:39,-45
1755694599.731221,20 Aug 2025 at 14:56:39,-43
1755694599.731221,20 Aug 2025 at 14:56:39,-34
1755694599.731221,20 Aug 2025 at 14:56:39,-20
1755694599.731221,20 Aug 2025 at 14:56:39,6
1755694599.731221,20 Aug 2025 at 14:56:39,29
1755694599.731221,20 Aug 2025 at 14:56:39,27
1755694599.731221,20 Aug 2025 at 14:56:39,0
1755694599.731221,20 Aug 2025 at 14:56:39,-18
1755694599.731221,20 Aug 2025 at 14:56:39,-18
1755694599.731221,20 Aug 2025 at 14:56:39,-27
1755694599.731221,20 Aug 2025 at 14:56:39,-34
1755694599.731221,20 Aug 2025 at 14:56:39,-18
1755694599.731221,20 Aug 2025 at 14:56:39,-13
1755694599.731221,20 Aug 2025 at 14:56:39,-38
1755694599.731221,20 Aug 2025 at 14:56:39,-52
1755694599.731221,20 Aug 2025 at 14:56:39,-43
1755694599.731221,20 Aug 2025 at 14:56:39,97
1755694599.731221,20 Aug 2025 at 14:56:39,494
1755694599.731221,20 Aug 2025 at 14:56:39,967
1755694599.731221,20 Aug 2025 at 14:56:39,1132
1755694599.731221,20 Aug 2025 at 14:56:39,758
1755694599.731221,20 Aug 2025 at 14:56:39,-124
1755694599.731221,20 Aug 2025 at 14:56:39,-787
1755694599.731221,20 Aug 2025 at 14:56:39,-554
1755694599.731221,20 Aug 2025 at 14:56:39,-127
1755694599.731221,20 Aug 2025 at 14:56:39,-138
1755694599.731221,20 Aug 2025 at 14:56:39,-131
1755694599.731221,20 Aug 2025 at 14:56:39,9
1755694599.731221,20 Aug 2025 at 14:56:39,15
1755694599.731221,20 Aug 2025 at 14:56:39,-36
1755694599.731221,20 Aug 2025 at 14:56:39,-45
1755694599.731221,20 Aug 2025 at 14:56:39,-13
1755694599.731221,20 Aug 2025 at 14:56:39,27
1755694599.731221,20 Aug 2025 at 14:56:39,29
1755694599.731221,20 Aug 2025 at 14:56:39,9
1755694599.731221,20 Aug 2025 at 14:56:39,20
1755694599.731221,20 Aug 2025 at 14:56:39,31
1755694599.731221,20 Aug 2025 at 14:56:39,31
1755694599.731221,20 Aug 2025 at 14:56:39,56
1755694599.731221,20 Aug 2025 at 14:56:39,129
1755694599.731221,20 Aug 2025 at 14:56:39,188
1755694599.731221,20 Aug 2025 at 14:56:39,192
1755694599.731221,20 Aug 2025 at 14:56:39,195
1755694599.731221,20 Aug 2025 at 14:56:39,227
1755694599.731221,20 Aug 2025 at 14:56:39,256
1755694599.731221,20 Aug 2025 at 14:56:39,286
1755694599.731221,20 Aug 2025 at 14:56:39,313
1755694599.731221,20 Aug 2025 at 14:56:39,315
1755694599.731221,20 Aug 2025 at 14:56:39,315
1755694599.731221,20 Aug 2025 at 14:56:39,329
1755694599.731221,20 Aug 2025 at 14:56:39,324
1755694599.731221,20 Aug 2025 at 14:56:39,295
1755694599.731221,20 Aug 2025 at 14:56:39,265
1755694599.731221,20 Aug 2025 at 14:56:39,236
1755694599.731221,20 Aug 2025 at 14:56:39,188
1755694599.731221,20 Aug 2025 at 14:56:39,136
1755694599.731221,20 Aug 2025 at 14:56:39,104
1755694599.731221,20 Aug 2025 at 14:56:39,61
1755694599.731221,20 Aug 2025 at 14:56:39,4
1755694599.731221,20 Aug 2025 at 14:56:39,-6
1755694599.731221,20 Aug 2025 at 14:56:39,9
1755694599.731221,20 Aug 2025 at 14:56:39,-31
1755694599.731221,20 Aug 2025 at 14:56:39,-90
1755694599.731221,20 Aug 2025 at 14:56:39,-79
1755694600.33111,20 Aug 2025 at 14:56:40,-34
1755694600.33111,20 Aug 2025 at 14:56:40,-38
1755694600.33111,20 Aug 2025 at 14:56:40,-70
1755694600.33111,20 Aug 2025 at 14:56:40,-72
1755694600.33111,20 Aug 2025 at 14:56:40,-68
1755694600.33111,20 Aug 2025 at 14:56:40,-65
1755694600.33111,20 Aug 2025 at 14:56:40,-49
1755694600.33111,20 Aug 2025 at 14:56:40,-22
1755694600.33111,20 Aug 2025 at 14:56:40,-11
1755694600.33111,20 Aug 2025 at 14:56:40,-31
1755694600.33111,20 Aug 2025 at 14:56:40,-54
1755694600.33111,20 Aug 2025 at 14:56:40,-45
1755694600.33111,20 Aug 2025 at 14:56:40,-34
1755694600.33111,20 Aug 2025 at 14:56:40,-49
1755694600.33111,20 Aug 2025 at 14:56:40,-72
1755694600.33111,20 Aug 2025 at 14:56:40,-70
1755694600.33111,20 Aug 2025 at 14:56:40,-68
1755694600.33111,20 Aug 2025 at 14:56:40,-63
1755694600.33111,20 Aug 2025 at 14:56:40,-47
1755694600.33111,20 Aug 2025 at 14:56:40,-59
1755694600.33111,20 Aug 2025 at 14:56:40,-84
1755694600.33111,20 Aug 2025 at 14:56:40,-84
1755694600.33111,20 Aug 2025 at 14:56:40,-61
1755694600.33111,20 Aug 2025 at 14:56:40,-56
1755694600.33111,20 Aug 2025 at 14:56:40,-95
1755694600.33111,20 Aug 2025 at 14:56:40,-120
1755694600.33111,20 Aug 2025 at 14:56:40,-90
